class,f1_score,precision,recall,support
0,0.46,0.76,0.33,1323.0
1,0.47,0.34,0.79,910.0
2,0.35,0.49,0.27,769.0
3,0.44,0.38,0.52,343.0
4,0.24,0.82,0.14,259.0
5,0.02,0.05,0.01,73.0
