class,f1_score,precision,recall,support
0,0.67,0.55,0.84,1306.0
1,0.48,0.49,0.48,945.0
2,0.44,0.51,0.39,757.0
3,0.43,0.64,0.33,344.0
4,0.1,0.64,0.05,261.0
5,0.09,1.0,0.05,64.0
