class,f1_score,precision,recall,support
0,0.66,0.65,0.67,1329.0
1,0.43,0.61,0.33,955.0
2,0.46,0.52,0.41,730.0
3,0.53,0.54,0.52,351.0
4,0.29,0.19,0.65,245.0
5,0.24,0.39,0.18,67.0
