class,f1_score,precision,recall,support
0,0.55,0.38,0.99,1343.0
1,0.01,0.71,0.01,965.0
2,0.25,0.64,0.15,743.0
3,0.02,0.75,0.01,330.0
4,0.0,0.0,0.0,237.0
5,0.03,0.25,0.02,59.0
