class,f1_score,precision,recall,support
0,0.68,0.71,0.65,1352.0
1,0.52,0.5,0.55,939.0
2,0.5,0.4,0.67,738.0
3,0.37,0.79,0.24,344.0
4,0.17,0.92,0.09,245.0
5,0.18,0.75,0.1,59.0
