class,f1_score,precision,recall,support
0,0.66,0.56,0.82,1325.0
1,0.45,0.54,0.38,918.0
2,0.43,0.63,0.32,775.0
3,0.51,0.45,0.58,332.0
4,0.46,0.49,0.44,265.0
5,0.17,0.32,0.11,62.0
