class,f1_score,precision,recall,support
0,0.59,0.57,0.63,1355.0
1,0.38,0.43,0.33,941.0
2,0.4,0.4,0.41,739.0
3,0.42,0.39,0.45,345.0
4,0.32,0.33,0.31,222.0
5,0.1,0.11,0.09,75.0
