class,f1_score,precision,recall,support
0,0.64,0.64,0.65,1326.0
1,0.52,0.5,0.55,966.0
2,0.48,0.56,0.43,751.0
3,0.49,0.42,0.6,336.0
4,0.45,0.52,0.4,242.0
5,0.12,0.18,0.09,56.0
