class,f1_score,precision,recall,support
0,0.61,0.5,0.76,1343.0
1,0.34,0.44,0.28,917.0
2,0.41,0.42,0.41,776.0
3,0.36,0.46,0.3,337.0
4,0.21,0.49,0.13,241.0
5,0.0,0.0,0.0,63.0
