class,f1_score,precision,recall,support
0,0.38,0.58,0.29,1315.0
1,0.08,0.39,0.04,961.0
2,0.26,0.43,0.19,745.0
3,0.25,0.17,0.48,372.0
4,0.17,0.11,0.42,226.0
5,0.07,0.04,0.45,58.0
