class,f1_score,precision,recall,support
0,0.69,0.58,0.87,1348.0
1,0.51,0.51,0.51,894.0
2,0.47,0.53,0.43,758.0
3,0.4,0.77,0.27,378.0
4,0.1,0.87,0.06,236.0
5,0.0,0.0,0.0,63.0
