class,f1_score,precision,recall,support
0,0.68,0.57,0.85,1380.0
1,0.49,0.51,0.47,932.0
2,0.45,0.52,0.4,738.0
3,0.43,0.69,0.32,329.0
4,0.09,0.69,0.05,238.0
5,0.03,1.0,0.02,60.0
