class,f1_score,precision,recall,support
0,0.69,0.72,0.65,1350.0
1,0.49,0.44,0.57,906.0
2,0.5,0.47,0.53,724.0
3,0.53,0.52,0.54,348.0
4,0.31,0.73,0.19,279.0
5,0.2,0.8,0.11,70.0
