class,f1_score,precision,recall,support
0,0.64,0.63,0.65,1364.0
1,0.47,0.47,0.48,931.0
2,0.43,0.47,0.4,741.0
3,0.46,0.41,0.53,336.0
4,0.38,0.39,0.38,228.0
5,0.31,0.4,0.25,77.0
