class,f1_score,precision,recall,support
0,0.45,0.7,0.33,1356.0
1,0.03,0.44,0.02,890.0
2,0.39,0.27,0.68,792.0
3,0.3,0.28,0.32,331.0
4,0.22,0.17,0.33,243.0
5,0.07,0.05,0.14,65.0
