class,f1_score,precision,recall,support
0,0.59,0.64,0.55,1343.0
1,0.47,0.38,0.61,911.0
2,0.42,0.54,0.35,763.0
3,0.44,0.41,0.47,318.0
4,0.36,0.49,0.28,269.0
5,0.08,0.14,0.05,73.0
