class,f1_score,precision,recall,support
0,0.6,0.55,0.68,1376.0
1,0.36,0.4,0.33,925.0
2,0.4,0.42,0.38,754.0
3,0.42,0.4,0.44,317.0
4,0.32,0.41,0.26,237.0
5,0.09,0.18,0.06,68.0
