class,f1_score,precision,recall,support
0,0.74,0.8,0.69,1318.0
1,0.49,0.41,0.6,935.0
2,0.44,0.43,0.45,794.0
3,0.39,0.52,0.31,333.0
4,0.19,0.36,0.13,241.0
5,0.07,0.07,0.07,56.0
