class,f1_score,precision,recall,support
0,0.56,0.69,0.46,1331.0
1,0.45,0.39,0.54,934.0
2,0.45,0.45,0.46,757.0
3,0.4,0.43,0.38,347.0
4,0.29,0.57,0.19,244.0
5,0.11,0.06,0.33,64.0
