class,f1_score,precision,recall,support
0,0.64,0.63,0.64,1303.0
1,0.45,0.44,0.46,933.0
2,0.44,0.48,0.41,797.0
3,0.43,0.39,0.5,334.0
4,0.39,0.43,0.36,246.0
5,0.3,0.41,0.23,64.0
