class,f1_score,precision,recall,support
0,0.62,0.49,0.84,1318.0
1,0.39,0.44,0.35,955.0
2,0.37,0.49,0.29,780.0
3,0.39,0.6,0.29,341.0
4,0.12,0.94,0.06,234.0
5,0.0,0.0,0.0,49.0
