class,f1_score,precision,recall,support
0,0.54,0.37,0.99,1306.0
1,0.02,0.83,0.01,935.0
2,0.2,0.62,0.12,751.0
3,0.05,1.0,0.02,371.0
4,0.0,0.0,0.0,250.0
5,0.03,0.25,0.02,64.0
