class,f1_score,precision,recall,support
0,0.35,0.74,0.23,1336.0
1,0.23,0.46,0.16,920.0
2,0.28,0.48,0.2,792.0
3,0.31,0.28,0.34,330.0
4,0.17,0.11,0.44,235.0
5,0.06,0.03,0.64,64.0
