class,f1_score,precision,recall,support
0,0.56,0.5,0.64,1357.0
1,0.21,0.24,0.18,933.0
2,0.3,0.31,0.3,718.0
3,0.0,0.0,0.0,374.0
4,0.22,0.16,0.34,229.0
5,0.02,0.02,0.02,66.0
