class,f1_score,precision,recall,support
0,0.6,0.44,0.95,1350.0
1,0.15,0.56,0.08,906.0
2,0.45,0.54,0.39,724.0
3,0.29,0.69,0.18,348.0
4,0.12,0.86,0.06,279.0
5,0.03,0.12,0.01,70.0
