class,f1_score,precision,recall,support
0,0.66,0.53,0.87,1282.0
1,0.49,0.53,0.45,1003.0
2,0.43,0.5,0.37,723.0
3,0.41,0.65,0.3,345.0
4,0.11,0.83,0.06,253.0
5,0.03,1.0,0.01,71.0
