class,f1_score,precision,recall,support
0,0.61,0.57,0.66,1323.0
1,0.4,0.43,0.37,968.0
2,0.4,0.42,0.39,766.0
3,0.47,0.44,0.49,328.0
4,0.33,0.34,0.33,221.0
5,0.16,0.3,0.11,71.0
