class,f1_score,precision,recall,support
0,0.32,0.56,0.23,1318.0
1,0.39,0.28,0.63,937.0
2,0.28,0.34,0.23,780.0
3,0.05,1.0,0.02,340.0
4,0.16,0.14,0.18,235.0
5,0.07,0.04,0.13,67.0
