class,f1_score,precision,recall,support
0,0.38,0.65,0.27,1291.0
1,0.0,0.0,0.0,977.0
2,0.0,0.0,0.0,757.0
3,0.01,0.04,0.0,356.0
4,0.14,0.07,0.89,244.0
5,0.14,0.09,0.31,52.0
