class,f1_score,precision,recall,support
0,0.74,0.79,0.7,1337.0
1,0.53,0.44,0.67,936.0
2,0.45,0.46,0.45,781.0
3,0.37,0.7,0.25,345.0
4,0.24,0.44,0.17,237.0
5,0.09,0.07,0.12,41.0
