class,f1_score,precision,recall,support
0,0.33,0.59,0.22,1317.0
1,0.11,0.26,0.07,963.0
2,0.31,0.3,0.33,778.0
3,0.28,0.24,0.33,331.0
4,0.2,0.13,0.54,231.0
5,0.03,0.02,0.19,57.0
