class,f1_score,precision,recall,support
0,0.33,0.76,0.21,1344.0
1,0.27,0.47,0.19,946.0
2,0.24,0.41,0.17,723.0
3,0.37,0.31,0.45,352.0
4,0.22,0.14,0.58,250.0
5,0.06,0.03,0.55,62.0
