class,f1_score,precision,recall,support
0,0.24,0.35,0.18,1356.0
1,0.16,0.2,0.13,890.0
2,0.05,0.58,0.02,792.0
3,0.24,0.17,0.42,331.0
4,0.16,0.1,0.55,243.0
5,0.15,0.11,0.23,65.0
