class,f1_score,precision,recall,support
0,0.61,0.63,0.59,1328.0
1,0.48,0.41,0.58,968.0
2,0.43,0.52,0.36,739.0
3,0.43,0.39,0.47,345.0
4,0.31,0.43,0.24,236.0
5,0.13,0.16,0.11,61.0
