class,f1_score,precision,recall,support
0,0.69,0.61,0.78,1333.0
1,0.37,0.62,0.26,955.0
2,0.5,0.42,0.62,727.0
3,0.51,0.47,0.56,347.0
4,0.35,0.74,0.23,254.0
5,0.23,1.0,0.13,61.0
