class,f1_score,precision,recall,support
0,0.61,0.66,0.57,1327.0
1,0.47,0.44,0.5,937.0
2,0.38,0.58,0.28,774.0
3,0.35,0.23,0.72,325.0
4,0.28,0.52,0.19,252.0
5,0.03,0.33,0.02,62.0
