class,f1_score,precision,recall,support
0,0.7,0.82,0.6,1362.0
1,0.54,0.43,0.72,923.0
2,0.49,0.45,0.53,742.0
3,0.45,0.56,0.38,338.0
4,0.07,0.9,0.03,260.0
5,0.04,1.0,0.02,52.0
