class,f1_score,precision,recall,support
0,0.54,0.38,0.99,1339.0
1,0.01,0.83,0.01,954.0
2,0.19,0.75,0.11,753.0
3,0.03,1.0,0.01,335.0
4,0.0,0.0,0.0,227.0
5,0.03,0.2,0.01,69.0
