class,f1_score,precision,recall,support
0,0.38,0.76,0.25,1370.0
1,0.29,0.5,0.2,913.0
2,0.26,0.45,0.19,722.0
3,0.35,0.3,0.42,360.0
4,0.22,0.14,0.58,248.0
5,0.06,0.03,0.5,64.0
