class,f1_score,precision,recall,support
0,0.6,0.77,0.49,1332.0
1,0.43,0.57,0.35,955.0
2,0.48,0.35,0.76,752.0
3,0.47,0.38,0.61,349.0
4,0.27,0.66,0.17,232.0
5,0.26,0.82,0.16,57.0
