class,f1_score,precision,recall,support
0,0.62,0.45,0.98,1359.0
1,0.41,0.64,0.31,945.0
2,0.35,0.71,0.23,743.0
3,0.11,1.0,0.06,324.0
4,0.0,0.0,0.0,241.0
5,0.0,0.0,0.0,65.0
