class,f1_score,precision,recall,support
0,0.59,0.64,0.54,1323.0
1,0.47,0.39,0.6,910.0
2,0.39,0.49,0.33,769.0
3,0.45,0.41,0.51,343.0
4,0.35,0.45,0.29,259.0
5,0.13,0.14,0.12,73.0
