class,f1_score,precision,recall,support
0,0.57,0.4,0.99,1339.0
1,0.08,0.82,0.04,901.0
2,0.38,0.64,0.27,776.0
3,0.01,1.0,0.01,362.0
4,0.0,0.0,0.0,249.0
5,0.0,0.0,0.0,50.0
