class,f1_score,precision,recall,support
0,0.53,0.51,0.54,1325.0
1,0.01,0.36,0.0,918.0
2,0.35,0.51,0.27,775.0
3,0.28,0.18,0.67,332.0
4,0.21,0.17,0.3,265.0
5,0.09,0.06,0.16,62.0
