class,f1_score,precision,recall,support
0,0.65,0.6,0.71,1316.0
1,0.53,0.51,0.54,979.0
2,0.44,0.6,0.35,767.0
3,0.5,0.46,0.54,326.0
4,0.41,0.43,0.4,226.0
5,0.16,0.28,0.11,63.0
