class,f1_score,precision,recall,support
0,0.65,0.7,0.61,1356.0
1,0.47,0.44,0.5,890.0
2,0.48,0.51,0.45,792.0
3,0.5,0.43,0.59,331.0
4,0.37,0.35,0.4,243.0
5,0.18,0.26,0.14,65.0
