class,f1_score,precision,recall,support
0,0.72,0.77,0.68,1323.0
1,0.51,0.42,0.64,922.0
2,0.45,0.46,0.43,731.0
3,0.43,0.59,0.34,378.0
4,0.23,0.34,0.18,260.0
5,0.2,0.19,0.21,63.0
