class,f1_score,precision,recall,support
0,0.49,0.63,0.4,1366.0
1,0.37,0.34,0.42,885.0
2,0.37,0.36,0.38,769.0
3,0.24,0.26,0.22,344.0
4,0.13,0.1,0.18,249.0
5,0.07,0.05,0.12,64.0
