class,f1_score,precision,recall,support
0,0.5,0.67,0.4,1324.0
1,0.24,0.28,0.21,940.0
2,0.34,0.36,0.32,773.0
3,0.25,0.17,0.43,331.0
4,0.15,0.12,0.21,252.0
5,0.06,0.04,0.16,57.0
