class,f1_score,precision,recall,support
0,0.65,0.72,0.6,1339.0
1,0.45,0.39,0.53,944.0
2,0.4,0.37,0.43,757.0
3,0.36,0.48,0.29,339.0
4,0.12,0.19,0.09,232.0
5,0.03,0.03,0.03,66.0
