class,f1_score,precision,recall,support
0,0.66,0.63,0.69,1291.0
1,0.51,0.48,0.54,959.0
2,0.43,0.51,0.38,743.0
3,0.48,0.39,0.64,352.0
4,0.27,0.93,0.16,258.0
5,0.22,1.0,0.12,74.0
