class,f1_score,precision,recall,support
0,0.17,0.59,0.1,1321.0
1,0.01,1.0,0.0,940.0
2,0.01,0.8,0.01,771.0
3,0.11,0.13,0.09,327.0
4,0.15,0.09,0.51,250.0
5,0.06,0.03,0.87,68.0
