class,f1_score,precision,recall,support
0,0.62,0.45,0.97,1339.0
1,0.44,0.61,0.34,901.0
2,0.36,0.74,0.24,776.0
3,0.14,1.0,0.08,362.0
4,0.0,0.0,0.0,249.0
5,0.0,0.0,0.0,50.0
