class,f1_score,precision,recall,support
0,0.63,0.47,0.95,1323.0
1,0.47,0.57,0.4,922.0
2,0.41,0.65,0.3,731.0
3,0.11,0.96,0.06,378.0
4,0.0,0.0,0.0,260.0
5,0.0,0.0,0.0,63.0
