class,f1_score,precision,recall,support
0,0.61,0.68,0.56,1286.0
1,0.54,0.45,0.67,981.0
2,0.41,0.59,0.31,739.0
3,0.5,0.42,0.62,365.0
4,0.38,0.41,0.35,249.0
5,0.14,0.21,0.11,57.0
