class,f1_score,precision,recall,support
0,0.62,0.58,0.66,1338.0
1,0.42,0.43,0.41,905.0
2,0.43,0.49,0.38,760.0
3,0.47,0.43,0.52,347.0
4,0.39,0.42,0.36,259.0
5,0.24,0.33,0.19,68.0
