class,f1_score,precision,recall,support
0,0.5,0.54,0.47,1365.0
1,0.01,0.6,0.01,894.0
2,0.31,0.46,0.24,749.0
3,0.25,0.16,0.62,339.0
4,0.24,0.18,0.36,266.0
5,0.13,0.08,0.28,64.0
