class,f1_score,precision,recall,support
0,0.62,0.63,0.61,1303.0
1,0.5,0.42,0.63,933.0
2,0.45,0.6,0.37,797.0
3,0.46,0.44,0.47,334.0
4,0.39,0.49,0.33,246.0
5,0.14,0.19,0.11,64.0
