class,f1_score,precision,recall,support
0,0.63,0.47,0.92,1301.0
1,0.43,0.51,0.37,950.0
2,0.39,0.59,0.29,769.0
3,0.3,0.86,0.18,364.0
4,0.03,1.0,0.01,236.0
5,0.0,0.0,0.0,57.0
