class,f1_score,precision,recall,support
0,0.62,0.5,0.84,1298.0
1,0.43,0.47,0.39,963.0
2,0.39,0.49,0.32,762.0
3,0.4,0.66,0.29,353.0
4,0.19,0.67,0.11,239.0
5,0.0,0.0,0.0,62.0
