class,f1_score,precision,recall,support
0,0.68,0.69,0.67,1369.0
1,0.44,0.46,0.43,918.0
2,0.46,0.45,0.47,738.0
3,0.49,0.44,0.54,355.0
4,0.4,0.41,0.39,240.0
5,0.23,0.3,0.19,57.0
