class,f1_score,precision,recall,support
0,0.67,0.6,0.77,1294.0
1,0.53,0.41,0.75,991.0
2,0.16,0.8,0.09,705.0
3,0.36,0.82,0.23,370.0
4,0.23,0.92,0.13,254.0
5,0.09,0.75,0.05,63.0
