class,f1_score,precision,recall,support
0,0.2,0.65,0.12,1300.0
1,0.0,0.0,0.0,964.0
2,0.01,0.6,0.0,768.0
3,0.09,0.08,0.1,336.0
4,0.15,0.09,0.66,250.0
5,0.06,0.03,0.61,59.0
