class,f1_score,precision,recall,support
0,0.57,0.65,0.51,1324.0
1,0.46,0.39,0.58,900.0
2,0.4,0.5,0.33,778.0
3,0.44,0.39,0.51,362.0
4,0.34,0.37,0.32,252.0
5,0.11,0.1,0.13,61.0
